Track ID	File	zero_cross_rate_mean	zero_cross_rate_std	rmse_mean	rmse_var	spectral_centroid_mean	spectral_centroid_var	spectral_bandwidth_mean	spectral_bandwidth_var	spectral_rolloff_mean	spectral_rolloff_var	spectral_contrast_mean	spectral_contrast_var	spectral_flatness_mean	spectral_flatness_var	chroma_stft_1_mean	chroma_stft_2_mean	chroma_stft_3_mean	chroma_stft_4_mean	chroma_stft_5_mean	chroma_stft_6_mean	chroma_stft_7_mean	chroma_stft_8_mean	chroma_stft_9_mean	chroma_stft_10_mean	chroma_stft_11_mean	chroma_stft_12_mean	chroma_stft_1_std	chroma_stft_2_std	chroma_stft_3_std	chroma_stft_4_std	chroma_stft_5_std	chroma_stft_6_std	chroma_stft_7_std	chroma_stft_8_std	chroma_stft_9_std	chroma_stft_10_std	chroma_stft_11_std	chroma_stft_12_std	tempo	mfcc_1_mean	mfcc_2_mean	mfcc_3_mean	mfcc_4_mean	mfcc_5_mean	mfcc_6_mean	mfcc_7_mean	mfcc_8_mean	mfcc_9_mean	mfcc_10_mean	mfcc_11_mean	mfcc_12_mean	mfcc_1_std	mfcc_2_std	mfcc_3_std	mfcc_4_std	mfcc_5_std	mfcc_6_std	mfcc_7_std	mfcc_8_std	mfcc_9_std	mfcc_10_std	mfcc_11_std	mfcc_12_std	GenreID	Genre	Type
17	pop_00049.wav	0.0661401896284829	0.0613643111476875	0.1474455147981643	0.061382707208395	1987.871921236199	1048.4513369927986	2579.9699090988584	644.996991128345	4265.424207563371	2565.88110093348	20.38291456153125	5.192215995666132	0.0114819994196295	0.027067257091403	0.2730091214179992	0.3933561444282532	0.2518801987171173	0.3110093772411346	0.2272891104221344	0.344278335571289	0.4176822900772095	0.2948312759399414	0.3899904489517212	0.317739337682724	0.3499521315097809	0.301099956035614	0.2397373914718628	0.354047566652298	0.2061910331249237	0.3082174062728882	0.1909658163785934	0.3087565898895263	0.3425905108451843	0.2440740913152694	0.3671938776969909	0.2877794802188873	0.3221265971660614	0.3036581575870514	117.45383522727272	-170.92262268066406	105.92536926269533	31.060644149780277	22.226055145263672	12.814610481262209	-5.166970729827881	11.237102508544922	-2.1054718494415283	-0.1724931001663208	5.078825950622559	-11.541210174560549	-3.624070644378662	72.99459075927734	38.288082122802734	30.61623191833496	19.62683486938477	15.39620876312256	19.210010528564453	15.993837356567385	14.980140686035156	11.458688735961914	12.347774505615234	10.878942489624023	10.923961639404297	0	pop	Train
62	pop_00034.wav	0.131055518938661	0.0848504986642876	0.1874431669712066	0.0682697892189025	3141.6551398456504	1030.2022537603805	3230.4022459381054	355.0315861949577	7237.0312386622	1699.0163705642033	18.72185652522021	4.860885032562856	0.0537756234407424	0.058859072625637	0.3578246831893921	0.2654538750648498	0.3485655784606933	0.3033146858215332	0.2983979880809784	0.4752705991268158	0.2991692721843719	0.3151230812072754	0.2664795517921448	0.3969143033027649	0.4743180871009826	0.2892920076847076	0.3240355253219604	0.2295213490724563	0.3212420344352722	0.2752250432968139	0.2569335103034973	0.3557713329792022	0.2400417178869247	0.3121433854103088	0.2283307462930679	0.3101046681404114	0.3442135751247406	0.235131174325943	95.703125	-59.5895881652832	77.30937194824219	26.367233276367188	3.1743204593658447	6.7570414543151855	-0.0642541944980621	-0.6247923374176025	-0.6904832720756531	4.141959190368652	-0.4403371512889862	-4.541956424713135	-3.561495542526245	67.19017791748047	27.42001724243164	20.140560150146484	16.768964767456055	13.86637020111084	15.851675987243652	11.85561466217041	10.409627914428713	10.428890228271484	9.499359130859377	8.658613204956055	7.342874050140381	0	pop	Train
16	pop_00061.wav	0.1119513260690789	0.087414183617693	0.2208092212677002	0.0877147912979126	2949.270014472786	1168.9591579800897	2908.876601160726	532.9376301913769	6067.788308914232	2241.645102236061	17.90169397835338	4.62947323665809	0.0455921106040477	0.0669921338558197	0.5457801818847656	0.4341450035572052	0.3620080947875976	0.3836855590343475	0.3209085762500763	0.334638237953186	0.332464188337326	0.4641968011856079	0.5505779981613159	0.5674139857292175	0.6292271614074707	0.541186511516571	0.3052941262722015	0.2990079224109649	0.258770078420639	0.293284922838211	0.2246876806020736	0.2664234340190887	0.2280168831348419	0.2811050713062286	0.3204028904438019	0.305115669965744	0.3234385848045349	0.2796875834465027	95.703125	-65.1854476928711	65.4745101928711	4.127748012542725	32.74247360229492	16.918561935424805	-5.8376946449279785	14.960991859436035	-0.2438358813524246	9.038333892822266	8.441268920898438	-6.576152801513672	-4.484363555908203	50.84254837036133	33.73363494873047	26.10863494873047	19.717182159423828	15.171616554260254	18.21197891235352	12.291873931884766	12.041298866271973	12.225996971130373	12.504765510559082	9.834235191345217	8.171102523803711	0	pop	Test
37	pop_00002.wav	0.1188685178018575	0.075951888385134	0.2151660025119781	0.08118836581707	3213.5168357524235	1003.4363438397604	3269.5960670974277	327.2138693787734	7423.94677507619	1566.6738093176043	17.444761114359363	4.605174595341094	0.0638849213719368	0.0714044123888015	0.4760591983795166	0.4335578382015228	0.4828786551952362	0.3403280675411224	0.2877412736415863	0.2996443212032318	0.3277009725570678	0.4117863476276397	0.421740174293518	0.5603922009468079	0.5468286871910095	0.4260245859622955	0.3455857038497925	0.2869672775268554	0.3274330496788025	0.2488865554332733	0.2304316610097885	0.2656541466712951	0.2677791118621826	0.3187465369701385	0.2820568680763244	0.3159263134002685	0.3248734474182129	0.2833272814750671	129.19921875	-59.60712432861328	62.98234176635742	31.12206077575684	16.928890228271484	8.904488563537598	10.815333366394045	10.561758995056152	5.165958881378174	5.408297538757324	6.159944534301758	2.2780191898345947	4.254538059234619	53.94974136352539	24.429201126098636	13.46163558959961	12.489437103271484	10.174481391906738	10.595751762390137	9.109978675842283	7.474096775054932	7.421083450317383	8.087242126464844	7.969396114349365	7.9551682472229	0	pop	Train
52	pop_00032.wav	0.2287367120984907	0.1366127977782069	0.0978909656405448	0.0463342405855655	4225.564575963216	1279.9727925265977	3404.219303013195	324.44629485963	8483.032037599169	1449.3885849335638	17.24316128315779	4.195735126355948	0.1258153766393661	0.1068953797221183	0.4434805810451507	0.493290901184082	0.3737622201442718	0.4780124723911285	0.4769345223903656	0.3443858325481415	0.389509379863739	0.4031716585159302	0.4914569556713104	0.3834017217159271	0.3909278213977813	0.4514568746089935	0.2883982360363006	0.3228351771831512	0.2457102984189987	0.3008936047554016	0.3062317967414856	0.2511345148086548	0.3178112506866455	0.2744420170783996	0.3257049918174743	0.2873145341873169	0.2863659858703613	0.3138473927974701	95.703125	-113.16950225830078	41.58814239501953	21.516307830810547	11.092117309570312	17.44065284729004	0.6074315309524536	3.0293283462524414	0.0845087245106697	3.4569807052612305	0.2906402945518493	0.6160154938697815	1.255563735961914	78.71343994140625	29.644670486450195	24.94507598876953	20.328977584838867	15.414103507995604	14.610729217529297	11.431543350219728	12.274307250976562	12.223600387573242	9.628684043884276	9.176615715026855	8.607767105102539	0	pop	Test
6	pop_00065.wav	0.1001433853763544	0.0602389896961962	0.1334853619337082	0.0779589936137199	2518.6680121565896	760.187011729589	2683.946956910372	397.2515412535313	5496.225098412104	1586.5160218493313	18.08090721705713	4.245612132424498	0.0341198332607746	0.0449193492531776	0.3528388142585754	0.2325523048639297	0.2370204925537109	0.2369109541177749	0.2887625396251678	0.4508013129234314	0.3941518664360046	0.4972758591175079	0.3901019096374511	0.3773518800735473	0.396269828081131	0.2937767207622528	0.3261912763118744	0.232905238866806	0.2380020469427108	0.2415482550859451	0.2651807963848114	0.3741737306118011	0.3038684427738189	0.3562170267105102	0.3087615966796875	0.3142294585704803	0.3407926261425018	0.2598473727703094	117.45383522727272	-111.61652374267578	85.57909393310547	3.515357494354248	16.35746955871582	2.205944538116455	5.980132102966309	-5.045757293701172	-3.962523937225342	-0.0961687341332435	1.574602723121643	-5.793351173400879	-5.087190628051758	69.69513702392578	27.9272575378418	17.369762420654297	16.952892303466797	15.47938632965088	11.138311386108398	12.577305793762209	9.404692649841309	10.928711891174316	9.587990760803224	9.92379379272461	8.10461139678955	0	pop	Train
83	pop_00041.wav	0.0753657574255031	0.0552868928039817	0.0832967385649681	0.035198900848627	2053.894371304246	828.5668895669573	2559.593930789292	397.6317772177621	4508.022740603232	1852.3123634931003	21.72942814956521	4.865686792315636	0.0092695308849215	0.0185376964509487	0.2280381917953491	0.2153561264276504	0.4064338207244873	0.3273889124393463	0.207719624042511	0.4092916548252105	0.261951744556427	0.2505106925964355	0.1947306990623474	0.2756837904453277	0.3757103681564331	0.2357462644577026	0.2832721471786499	0.2324122786521911	0.3812924027442932	0.3098287582397461	0.1896055191755294	0.3812618553638458	0.2306533455848693	0.3192425966262817	0.2268926352262497	0.2725645899772644	0.3503400981426239	0.2403994053602218	107.666015625	-204.7529754638672	101.60511779785156	26.38422393798828	9.18571949005127	10.460927963256836	5.108919143676758	-9.447197914123535	9.308316230773926	-12.491375923156738	-2.496669054031372	6.212447166442871	-9.488957405090332	57.08597183227539	28.888463973999023	23.72492218017578	14.020689964294434	18.24578094482422	13.689067840576172	14.809242248535156	11.120047569274902	11.826024055480955	11.005762100219728	11.29609489440918	9.765374183654783	0	pop	Train
82	pop_00069.wav	0.0954994225280572	0.0515149455948832	0.2155563086271286	0.0671179592609405	2327.9956327557884	571.0905296115267	2516.825786095958	280.03742960446806	4930.953516532024	1099.4696422663942	15.628879465007632	3.589578625079669	0.040176585316658	0.0398222208023071	0.5174761414527893	0.4037410318851471	0.4468247294425964	0.5134937763214111	0.6826363801956177	0.4750582575798034	0.4213238954544067	0.4238022267818451	0.4456121027469635	0.4840134680271148	0.509289562702179	0.640264630317688	0.2662543654441833	0.2276101410388946	0.2636612951755523	0.2383981049060821	0.303072065114975	0.227224588394165	0.2363522797822952	0.2508991062641144	0.2504873275756836	0.2830318510532379	0.2635994553565979	0.2898659110069275	107.666015625	-30.21186828613281	88.44851684570312	-6.587007999420166	32.78564453125	8.500259399414062	8.388699531555176	2.042520523071289	6.864182949066162	3.5769941806793213	2.720842123031616	1.294276237487793	3.29060697555542	47.89326477050781	22.531295776367188	16.833080291748047	9.824921607971191	7.851471424102783	7.63381290435791	8.807304382324219	7.580270767211914	6.967376232147217	6.775491237640381	6.333983898162842	6.0593671798706055	0	pop	Train
47	pop_00019.wav	0.1560534781346749	0.1076647333336808	0.2108711004257202	0.0761981680989265	3130.9812157055826	1095.4367059039694	2944.7823838975883	438.4423239020167	6552.402045187935	1844.7001540464464	17.713955392540928	4.464496803639869	0.0722375661134719	0.070935308933258	0.4870997071266174	0.3869968950748443	0.4958790838718414	0.4987117350101471	0.3176790773868561	0.2853633165359497	0.2973532080650329	0.4753175973892212	0.2973556816577911	0.2459711134433746	0.3669695556163788	0.3656699955463409	0.3578487038612366	0.2660962045192718	0.3006223142147064	0.3086882531642914	0.2486573904752731	0.2634621262550354	0.2336061000823974	0.3275538086891174	0.2469979375600814	0.2305952161550521	0.3146710097789764	0.269879400730133	92.28515625	-25.15634155273437	70.81892395019531	2.9392478466033936	7.554466247558594	1.4596192836761477	2.846122980117798	1.9075498580932615	-6.825979709625244	0.2914510071277618	-1.953707575798035	-6.651635646820068	-0.243981048464775	62.293941497802734	28.746152877807617	21.55538749694824	17.271482467651367	14.10216236114502	15.778701782226562	11.391876220703123	10.191722869873049	11.093762397766112	9.892241477966309	8.997407913208008	7.615762710571289	0	pop	Train
24	pop_00011.wav	0.0871253235052244	0.0534127003542455	0.0557723268866539	0.0351834222674369	2200.799680937825	748.9059641754128	2579.8254964796706	457.485479087766	4627.663683817483	1775.7391425046126	21.745756335711867	4.829376908557502	0.0116478046402335	0.0248057395219802	0.1731882244348526	0.1452055126428604	0.2798930704593658	0.0980482026934623	0.1809588968753814	0.2936325967311859	0.1660756021738052	0.371224045753479	0.2148184925317764	0.4332971572875976	0.2364022880792617	0.1148110255599021	0.2685851752758026	0.1773453950881958	0.3449480235576629	0.1131529361009597	0.2658692598342895	0.3565406203269958	0.1688537299633026	0.3915801048278808	0.2124379426240921	0.4033840596675873	0.2688201069831848	0.1615195572376251	123.046875	-240.68592834472656	97.1096649169922	0.4066186547279358	-0.2689550518989563	-10.47899341583252	-15.741311073303224	1.390644669532776	-17.87380599975586	-9.089088439941406	-8.767288208007812	-14.260693550109863	-5.50178337097168	52.61603927612305	31.37331199645996	20.78118324279785	18.74549674987793	14.143851280212402	11.626193046569824	12.253581047058104	12.91751766204834	10.640185356140137	9.475496292114258	8.994140625	9.740020751953123	0	pop	Train
