TrackID	File	zero_cross_rate_mean	zero_cross_rate_std	rmse_mean	rmse_var	spectral_centroid_mean	spectral_centroid_var	spectral_bandwidth_mean	spectral_bandwidth_var	spectral_rolloff_mean	spectral_rolloff_var	spectral_contrast_mean	spectral_contrast_var	spectral_flatness_mean	spectral_flatness_var	chroma_stft_1_mean	chroma_stft_2_mean	chroma_stft_3_mean	chroma_stft_4_mean	chroma_stft_5_mean	chroma_stft_6_mean	chroma_stft_7_mean	chroma_stft_8_mean	chroma_stft_9_mean	chroma_stft_10_mean	chroma_stft_11_mean	chroma_stft_12_mean	chroma_stft_1_std	chroma_stft_2_std	chroma_stft_3_std	chroma_stft_4_std	chroma_stft_5_std	chroma_stft_6_std	chroma_stft_7_std	chroma_stft_8_std	chroma_stft_9_std	chroma_stft_10_std	chroma_stft_11_std	chroma_stft_12_std	tempo	mfcc_1_mean	mfcc_2_mean	mfcc_3_mean	mfcc_4_mean	mfcc_5_mean	mfcc_6_mean	mfcc_7_mean	mfcc_8_mean	mfcc_9_mean	mfcc_10_mean	mfcc_11_mean	mfcc_12_mean	mfcc_1_std	mfcc_2_std	mfcc_3_std	mfcc_4_std	mfcc_5_std	mfcc_6_std	mfcc_7_std	mfcc_8_std	mfcc_9_std	mfcc_10_std	mfcc_11_std	mfcc_12_std	GenreID	Genre	Type
0	pop_00072.wav	0.1316564223345588	0.0510417805484458	0.2344522327184677	0.0697761997580528	2569.255822743332	634.3898922130435	2559.529362341329	417.736160341099	5351.909304403299	1494.0991320006283	16.214630669705645	4.19125413413164	0.0643643364310264	0.0559256896376609	0.5033661723136902	0.4223568141460418	0.4590822160243988	0.4501040875911712	0.4271177053451538	0.4663684964179992	0.4298450350761413	0.5350329875946045	0.546572208404541	0.4785040020942688	0.524082601070404	0.5269246101379395	0.2718643546104431	0.2649545669555664	0.2782576382160187	0.2614776492118835	0.2488172501325607	0.2758249044418335	0.2473931014537811	0.2975358366966247	0.283148854970932	0.2587460577487945	0.2854166030883789	0.2869080603122711	117.45383522727272	9.675073623657228	88.8260726928711	-20.293682098388672	5.1013054847717285	-2.917802095413208	-0.188180923461914	0.3274818956851959	1.604321002960205	-2.2592055797576904	-0.9406509399414062	-6.212249755859375	-2.976789712905884	46.41845703125	28.38432884216309	17.131420135498047	13.709638595581056	10.917518615722656	9.436493873596191	9.818373680114746	7.884111881256103	7.231013774871826	8.026522636413574	7.281336784362793	6.818095684051514	0	pop	Train
6	pop_00065.wav	0.1001433853763544	0.0602389896961962	0.1334853619337082	0.0779589936137199	2518.6680121565896	760.187011729589	2683.946956910372	397.2515412535313	5496.225098412104	1586.5160218493313	18.08090721705713	4.245612132424498	0.0341198332607746	0.0449193492531776	0.3528388142585754	0.2325523048639297	0.2370204925537109	0.2369109541177749	0.2887625396251678	0.4508013129234314	0.3941518664360046	0.4972758591175079	0.3901019096374511	0.3773518800735473	0.396269828081131	0.2937767207622528	0.3261912763118744	0.232905238866806	0.2380020469427108	0.2415482550859451	0.2651807963848114	0.3741737306118011	0.3038684427738189	0.3562170267105102	0.3087615966796875	0.3142294585704803	0.3407926261425018	0.2598473727703094	117.45383522727272	-111.61652374267578	85.57909393310547	3.515357494354248	16.35746955871582	2.205944538116455	5.980132102966309	-5.045757293701172	-3.962523937225342	-0.0961687341332435	1.574602723121643	-5.793351173400879	-5.087190628051758	69.69513702392578	27.9272575378418	17.369762420654297	16.952892303466797	15.47938632965088	11.138311386108398	12.577305793762209	9.404692649841309	10.928711891174316	9.587990760803224	9.92379379272461	8.10461139678955	0	pop	Train
7	pop_00071.wav	0.1910423066224845	0.1153941873910491	0.1913733631372451	0.0884222537279129	3889.78711673405	1024.7184766779806	3271.6627622726483	313.43023879824227	8057.209612489116	1277.82862294702	16.948179981138306	4.3623586578901445	0.1116448864340782	0.1069189012050628	0.3793154656887054	0.3874974846839905	0.5468872785568237	0.4884105026721954	0.5035187005996704	0.42649906873703	0.4225826263427734	0.5209494829177856	0.3971791863441467	0.4125083684921264	0.4190946817398071	0.4644497036933899	0.2607577741146087	0.2626309096813202	0.3310524821281433	0.3047085404396057	0.3448206484317779	0.3181298077106476	0.2614839673042297	0.3302409052848816	0.2678199410438537	0.3013429045677185	0.2990790903568268	0.3044303059577942	112.34714673913044	-52.5379753112793	37.49602127075195	14.121390342712402	18.18031120300293	16.78276824951172	5.95809268951416	6.432402610778809	2.708206415176392	-0.4474385380744934	3.2196102142333984	-3.928455352783203	1.5937503576278689	52.11351776123047	27.876596450805664	21.777366638183597	15.007811546325684	12.426166534423828	14.02653694152832	11.502769470214844	10.845087051391602	10.278704643249512	9.958032608032228	9.89277458190918	9.30277156829834	0	pop	Train
8	pop_00059.wav	0.1447874842782507	0.1283520821097228	0.2517900168895721	0.1235631927847862	3727.248835207622	1448.2872273668174	3223.867461557527	468.5629921210124	7633.178843211833	2116.7144220102086	18.27912708704241	4.842873413330151	0.0667143389582634	0.0865848883986473	0.4553857445716858	0.4761150479316711	0.4527490437030792	0.553459882736206	0.479941576719284	0.3997320532798767	0.3805665969848633	0.4530045390129089	0.6127315759658813	0.5637927055358887	0.4473665356636047	0.4307012557983398	0.3066790997982025	0.3349636197090149	0.2989120483398437	0.3147847950458526	0.28654545545578	0.3035928308963775	0.2949005663394928	0.2858681082725525	0.3404381573200226	0.3235455453395843	0.2779995799064636	0.2841212153434753	89.10290948275862	-77.94188690185547	32.364952087402344	20.07725715637207	27.63348388671875	16.262773513793945	5.319163799285889	13.481538772583008	3.5032267570495605	7.344143867492676	5.271801948547363	4.001197338104248	5.271228790283203	78.43608093261719	41.633880615234375	29.1519775390625	20.476806640625	14.89438533782959	14.54846477508545	12.2927827835083	11.31946086883545	11.44056224822998	11.940817832946776	10.546061515808104	10.206476211547852	0	pop	Train
12	pop_00048.wav	0.2107145232681888	0.0923164754298427	0.1564598977565765	0.0646911263465881	4052.888670246799	1049.7294090115124	3426.219519775939	391.51564639026265	8382.25764696812	1543.1204011000616	16.7807926390662	4.17488801895062	0.0975390300154686	0.0746963396668434	0.5634320378303528	0.5011301040649414	0.5879113674163818	0.4146215617656708	0.3725573420524597	0.3829286098480224	0.3771018087863922	0.4756679534912109	0.4296481907367706	0.5214043259620667	0.4636269807815552	0.4892168939113617	0.3070084750652313	0.278923749923706	0.3187143206596374	0.2895023226737976	0.2843605577945709	0.2813512682914734	0.2465714663267135	0.2993653416633606	0.2390269041061401	0.2853294312953949	0.2735859155654907	0.2716389000415802	129.19921875	-52.64915084838867	47.782745361328125	13.455156326293944	2.2134268283843994	13.251046180725098	9.133874893188477	14.447653770446776	0.8738371133804321	9.45965576171875	7.004076957702637	-0.6928578019142151	1.7276203632354736	53.381927490234375	21.98303604125977	20.83649635314941	13.18638038635254	11.798639297485352	9.022964477539062	9.674532890319824	9.313042640686035	9.183043479919434	9.399415969848633	7.644851207733154	8.189732551574707	0	pop	Train
15	pop_00075.wav	0.1592405336929179	0.0982561769821358	0.1856050342321396	0.092386670410633	3645.4706934422575	969.7527248429298	3200.720850864726	313.4771002213659	7658.53702320772	1273.7772567098514	18.927633116032528	4.907667217515479	0.0693800970911979	0.0721708238124847	0.4108236134052276	0.4709083437919616	0.4786955714225769	0.3853736221790313	0.4154481291770935	0.3391031920909881	0.4696310758590698	0.3334912657737732	0.3258224725723266	0.3888975083827972	0.402286022901535	0.4921603500843048	0.2875332832336426	0.3265317678451538	0.3433783948421478	0.2643799781799316	0.3364964425563812	0.2271649539470672	0.3344230651855469	0.2383539676666259	0.251118391752243	0.301424503326416	0.2846262156963348	0.343543142080307	95.703125	-68.85472106933594	40.457462310791016	25.35452461242676	35.76828384399414	13.383127212524414	2.8213696479797363	12.759581565856934	4.483545303344727	3.357187509536743	10.026521682739258	-2.375098466873169	2.9945144653320312	56.88771438598633	25.77576446533203	18.065160751342773	17.092761993408203	13.016623497009276	13.800984382629396	11.705869674682615	9.752758026123049	9.470381736755373	9.15065574645996	9.240365982055664	8.192708015441895	0	pop	Train
17	pop_00049.wav	0.0661401896284829	0.0613643111476875	0.1474455147981643	0.061382707208395	1987.871921236199	1048.4513369927986	2579.9699090988584	644.996991128345	4265.424207563371	2565.88110093348	20.38291456153125	5.192215995666132	0.0114819994196295	0.027067257091403	0.2730091214179992	0.3933561444282532	0.2518801987171173	0.3110093772411346	0.2272891104221344	0.344278335571289	0.4176822900772095	0.2948312759399414	0.3899904489517212	0.317739337682724	0.3499521315097809	0.301099956035614	0.2397373914718628	0.354047566652298	0.2061910331249237	0.3082174062728882	0.1909658163785934	0.3087565898895263	0.3425905108451843	0.2440740913152694	0.3671938776969909	0.2877794802188873	0.3221265971660614	0.3036581575870514	117.45383522727272	-170.92262268066406	105.92536926269533	31.060644149780277	22.226055145263672	12.814610481262209	-5.166970729827881	11.237102508544922	-2.1054718494415283	-0.1724931001663208	5.078825950622559	-11.541210174560549	-3.624070644378662	72.99459075927734	38.288082122802734	30.61623191833496	19.62683486938477	15.39620876312256	19.210010528564453	15.993837356567385	14.980140686035156	11.458688735961914	12.347774505615234	10.878942489624023	10.923961639404297	0	pop	Train
18	pop_00077.wav	0.2139257661329334	0.116065572212447	0.2310227155685424	0.1273955404758453	4037.153770369926	1137.7191381497385	3342.364413746121	329.40299066140057	8331.4746207128	1382.60336751614	17.228048452568967	4.894189580949701	0.1189671084284782	0.1033136695623397	0.4539543092250824	0.4111350774765014	0.4792664349079132	0.4473485946655273	0.4113165438175201	0.493596613407135	0.4229749143123626	0.5063074827194214	0.4462065398693084	0.4796569049358368	0.4262181222438812	0.3673255741596222	0.3119582533836365	0.252245545387268	0.3258397579193115	0.2991866767406463	0.2672052085399627	0.3445547521114349	0.2922168374061584	0.3283484876155853	0.2858011424541473	0.3309321701526642	0.3058986663818359	0.2645020484924316	112.34714673913044	-34.209938049316406	40.39930725097656	17.510662078857422	13.42147159576416	13.2406005859375	7.449265003204346	18.18345832824707	2.725427627563477	4.339627742767334	5.825297355651856	-1.125758171081543	3.11060643196106	70.9094467163086	30.60845947265625	22.24101448059082	16.210025787353516	11.786317825317385	10.883463859558104	11.177122116088867	8.971407890319824	8.489418029785156	10.007192611694336	8.948468208312988	8.49690055847168	0	pop	Train
20	pop_00088.wav	0.1720341071255804	0.1055784682183664	0.2349830567836761	0.130036860704422	3510.9284752331264	1150.706227292143	3148.8098371441997	419.06418852554026	7257.397782175164	1946.9433567510523	16.98982567228883	4.607294534132517	0.0949579998850822	0.10394037514925	0.3662931025028229	0.4376013875007629	0.5712836384773254	0.4446100890636444	0.4162507057189941	0.4023951590061188	0.4282485842704773	0.4274336397647857	0.3859865069389343	0.5119621157646179	0.4056368172168731	0.3804040849208832	0.2646133303642273	0.2657875418663025	0.3297986388206482	0.2827150821685791	0.2936009168624878	0.2974765598773956	0.2929092943668365	0.3112338781356811	0.2750786542892456	0.3264346420764923	0.2787009179592132	0.2873185276985168	99.38401442307692	-42.68938064575195	54.88202667236328	17.061819076538086	19.76453971862793	6.85283899307251	2.778191089630127	11.820236206054688	1.2058559656143188	7.93871545791626	1.1382529735565186	-4.071281909942627	0.1373618394136428	89.41024780273438	33.37063980102539	21.087587356567383	18.309032440185547	13.992018699645996	16.060579299926758	12.533038139343262	11.107810974121094	9.697848320007324	9.847017288208008	8.409517288208008	7.934170246124268	0	pop	Train
24	pop_00011.wav	0.0871253235052244	0.0534127003542455	0.0557723268866539	0.0351834222674369	2200.799680937825	748.9059641754128	2579.8254964796706	457.485479087766	4627.663683817483	1775.7391425046126	21.745756335711867	4.829376908557502	0.0116478046402335	0.0248057395219802	0.1731882244348526	0.1452055126428604	0.2798930704593658	0.0980482026934623	0.1809588968753814	0.2936325967311859	0.1660756021738052	0.371224045753479	0.2148184925317764	0.4332971572875976	0.2364022880792617	0.1148110255599021	0.2685851752758026	0.1773453950881958	0.3449480235576629	0.1131529361009597	0.2658692598342895	0.3565406203269958	0.1688537299633026	0.3915801048278808	0.2124379426240921	0.4033840596675873	0.2688201069831848	0.1615195572376251	123.046875	-240.68592834472656	97.1096649169922	0.4066186547279358	-0.2689550518989563	-10.47899341583252	-15.741311073303224	1.390644669532776	-17.87380599975586	-9.089088439941406	-8.767288208007812	-14.260693550109863	-5.50178337097168	52.61603927612305	31.37331199645996	20.78118324279785	18.74549674987793	14.143851280212402	11.626193046569824	12.253581047058104	12.91751766204834	10.640185356140137	9.475496292114258	8.994140625	9.740020751953123	0	pop	Train
25	pop_00005.wav	0.1067805334510448	0.0495382777944816	0.139538362622261	0.0772644206881523	2290.0859205862	741.8064840354388	2435.9183882239063	445.02272095582526	4748.004622798955	1622.6129749380991	19.814730796770235	5.009142380884868	0.0250180773437023	0.0257246550172567	0.2624349296092987	0.4339129626750946	0.2656605839729309	0.2779287695884704	0.2125941216945648	0.2198765724897384	0.5157660841941833	0.3198717832565307	0.3087610900402069	0.2406202405691146	0.3816980719566345	0.4399533569812774	0.1970940232276916	0.3670738637447357	0.2217327654361724	0.3159531056880951	0.2472965270280838	0.1883787512779235	0.3550757169723511	0.2470126748085022	0.3222070634365082	0.2238899767398834	0.2682973146438598	0.3215187191963196	112.34714673913044	-113.6181182861328	90.01455688476562	-5.541343688964844	25.595474243164062	2.6011500358581543	3.1922523975372314	1.1311811208724976	6.143718719482422	2.789379835128784	-1.8761603832244875	-7.119990825653076	-3.4417920112609863	141.11212158203125	21.33523750305176	28.84683990478516	14.019283294677734	10.068848609924316	12.175943374633787	9.77011013031006	11.334134101867676	10.237752914428713	11.184412002563477	9.457594871520996	9.077446937561035	0	pop	Train
26	pop_00039.wav	0.1871780064821981	0.1033557010172609	0.279705673456192	0.1036297082901001	3934.60435800451	1048.5563861514772	3509.582338416791	351.4382701585743	8525.24844898897	1313.6903302522123	19.0246378401576	4.525214778424038	0.0682907551527023	0.070966750383377	0.3902082443237304	0.3443811237812042	0.3143655657768249	0.4254742860794067	0.4465132057666778	0.3266339600086212	0.3448924124240875	0.3152065575122833	0.4577594697475433	0.3848209381103515	0.3770164549350738	0.4825584888458252	0.3058523535728454	0.2995336949825287	0.2575311362743377	0.3075712025165558	0.3381765782833099	0.2749518752098083	0.3125954270362854	0.2559225559234619	0.3424626886844635	0.2894141376018524	0.2789545655250549	0.3492308557033539	83.35433467741936	-19.479713439941406	51.92008972167969	37.00408172607422	13.11638641357422	14.590093612670898	3.207624912261963	15.297411918640137	-0.7794647812843323	7.2424235343933105	10.393446922302246	-0.3744006156921386	6.230769634246826	63.563323974609375	24.688247680664062	25.912729263305664	19.19674491882324	16.247526168823242	14.782655715942385	10.638874053955078	10.605027198791504	9.7802734375	9.639596939086914	8.53530502319336	8.885072708129883	0	pop	Train
27	pop_00038.wav	0.1465233014464009	0.0745264243282411	0.2218282669782638	0.0785315483808517	3267.580275407172	866.6330083680906	3014.3839046146154	340.2519632709175	6921.308147796536	1467.359559661635	17.713669773880103	4.928045484107656	0.0883795917034149	0.0800108909606933	0.3210050165653229	0.446989506483078	0.3371633291244507	0.4102115631103515	0.4889280796051025	0.3607200682163238	0.40493243932724	0.3564345240592956	0.5365968942642212	0.4362109303474426	0.3573170602321625	0.3506007492542267	0.2400856912136078	0.3223859071731567	0.258323073387146	0.2925359308719635	0.3357076644897461	0.2648363411426544	0.3269375562667846	0.2337963283061981	0.3280773758888244	0.3001725375652313	0.2625250816345215	0.2614753544330597	92.28515625	-15.67917537689209	59.26908493041992	-1.5834022760391235	12.570526123046877	8.758745193481445	3.9658682346344	2.0486032962799072	4.232300758361816	4.989131927490234	2.9016716480255127	2.327089071273804	1.994311809539795	63.17884063720703	23.5506591796875	18.496910095214844	12.534592628479004	11.072176933288574	10.01773738861084	8.29502010345459	8.913214683532715	8.396166801452637	7.912353992462158	7.251798152923584	7.689515590667725	0	pop	Train
28	pop_00004.wav	0.1237630460284442	0.0714107617571749	0.2111654430627823	0.0506715588271617	2753.2217695690533	847.5640128244586	2861.410541304118	386.5817047730056	5986.188802335285	1644.149454789096	18.31549693121493	4.696692062751805	0.0466414019465446	0.046078085899353	0.3802013993263244	0.35776287317276	0.4269388914108276	0.3334328234195709	0.3958211243152618	0.3269559741020202	0.349467784166336	0.3936114609241485	0.4225319921970367	0.4761776626110077	0.3587158620357513	0.391045331954956	0.2944128811359405	0.2503623366355896	0.32003054022789	0.2467136234045028	0.3109660446643829	0.262870728969574	0.2791234850883484	0.2942340075969696	0.2928560376167297	0.3045195341110229	0.2626827657222748	0.303507000207901	107.666015625	-20.901945114135746	83.24166870117188	5.046960353851318	16.37078857421875	9.402539253234863	-0.5629183650016785	4.051513195037842	6.209601879119873	9.12219524383545	5.865447044372559	-3.5055267810821533	-0.6387332081794739	35.73585510253906	22.31461906433105	19.500038146972656	13.12812614440918	10.190035820007324	11.506551742553713	8.798370361328125	6.975225448608398	7.145418167114258	7.065821170806885	6.0064311027526855	6.209941864013672	0	pop	Train
30	pop_00006.wav	0.0676953578511996	0.0520676861552979	0.093958131968975	0.038234956562519	2125.407987247135	851.6687155006467	2673.92463260098	461.8606973350072	4979.028225830834	1901.478388395248	17.840012952557547	4.401362766087064	0.0178209245204925	0.025872103869915	0.5532834529876709	0.3802616596221924	0.3230369389057159	0.2579366564750671	0.2785605490207672	0.3524333238601684	0.392484962940216	0.6128876209259033	0.3796249628067016	0.2758318185806274	0.2602205872535705	0.4289158284664154	0.3597393333911896	0.261428564786911	0.2604151666164398	0.2187400907278061	0.2229626327753067	0.3456394076347351	0.2257715016603469	0.3273458182811737	0.2270939648151397	0.2733582854270935	0.216434970498085	0.2737383246421814	92.28515625	-169.15084838867188	94.64078521728516	24.504722595214844	27.41386985778809	11.641731262207031	14.895840644836426	4.234471797943115	12.369024276733398	10.702795028686523	5.126412868499756	-0.3423667550086975	1.2547649145126345	70.08313751220703	24.04303741455078	18.80087661743164	13.444351196289062	7.86894416809082	10.245577812194824	7.955986022949219	6.53852128982544	6.076169013977051	6.700258731842041	7.5193023681640625	6.713002681732178	0	pop	Train
31	pop_00012.wav	0.1259342347136222	0.057999375041057	0.164161279797554	0.0514096356928348	2679.283990435232	761.4806041830183	2661.810280873544	438.5874018048552	5533.699871807276	1657.500294200046	18.51310780491688	4.057839848188331	0.0443045273423194	0.0535534806549549	0.4204653799533844	0.3593875169754028	0.4113527238368988	0.4128055274486542	0.3617750108242035	0.4873533546924591	0.3378277122974396	0.3464549481868744	0.334618330001831	0.3912200629711151	0.4164885580539703	0.3508959412574768	0.2984355092048645	0.2706035077571869	0.3306420147418976	0.3169811367988586	0.2646638453006744	0.3278217017650604	0.2315704524517059	0.2882497608661651	0.2647530436515808	0.2837414741516113	0.3030926585197449	0.2674888372421264	99.38401442307692	-50.85385894775391	80.22756958007812	-9.293903350830078	20.294153213500977	12.10611343383789	6.784271240234375	6.279613018035889	3.4291553497314453	-3.9568376541137695	2.5745725631713867	-5.706396102905273	0.4841114580631256	47.23695755004883	25.705774307250977	20.39484977722168	12.46953296661377	12.50391674041748	10.40447235107422	8.867077827453613	8.702564239501953	8.546565055847168	10.353316307067873	7.585808277130127	8.036126136779785	0	pop	Train
